Class ID,city,dates,year,month,day,cit,Department/College,Course Level,Course Title,Tour?,TILT?,Date Taught,Session Number,AM/PM,Hour Count,Duplicate?,ACRL,IPED,classes,Building/Room,Distance Class?,Location of Site 1,Site 1 Number of Students,Location of Site 2,Site 2 Number of Students,Location of Site 3,Site 3 Number of Students,Location of Site 4,Site 4 Number of Students,Location of Site 5,Site 5 Number of Students,Location of Site 6,Site 6 Number of Students,Location of Site 7,Site 7 Number of Students,Location of Site 8,Site 8 Number of Students,Location of Site 9,Site 9 Number of Students,Location of Site 10,Site 10 Number of Students
1689,Pocatello,31-Mar-08,,,,Pocatello,Anthropology,Lower Division,ANTHR 238,FALSE,FALSE,31-Mar-08,Single Session,PM,2.5,FALSE,18,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1688,Pocatello,27-Mar-08,,,,Pocatello,Library,Lower Division,Student Training,FALSE,FALSE,27-Mar-08,Single Session,AM,1,FALSE,7,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1684,Pocatello,26-Mar-08,,,,Pocatello,Snake River Middle School,K-12,Library Classification Systems,FALSE,FALSE,26-Mar-08,,AM,4,FALSE,300,300,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1685,Pocatello,26-Mar-08,,,,Pocatello,,K-12,Snake River Middle School,FALSE,FALSE,26-Mar-08,Single Session,AM,4,FALSE,300,300,Pocatello,Microfilm Room,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1686,Pocatello,26-Mar-08,,,,Pocatello,Snake River Middle School,K-12,Microform Reader Room,FALSE,FALSE,26-Mar-08,Single Session,AM,4,FALSE,300,300,Pocatello,LIBR 327,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1687,Pocatello,26-Mar-08,,,,Pocatello,Snake River Middle School,K-12,Tour of ISU Library,TRUE,FALSE,26-Mar-08,Single Session,AM,4,FALSE,100,100,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1691,Pocatello,26-Mar-08,,,,Pocatello,Snake River Middle School,K-12,Tour of ISU Library,TRUE,FALSE,26-Mar-08,Single Session,AM,4,FALSE,100,100,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1715,Pocatello,26-Mar-08,,,,Pocatello,English and Philosophy,Upper Division,ENGL 487,FALSE,FALSE,26-Mar-08,Single Session,PM,3,FALSE,27,27,Pocatello,LIBR B39,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1740,Pocatello,26-Mar-08,,,,Pocatello,Other,K-12,Snake River Middle School,TRUE,FALSE,26-Mar-08,Single Session,AM,1,FALSE,75,75,Pocatello,Oboler Library,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1741,Pocatello,26-Mar-08,,,,Pocatello,Other,K-12,Snake River Middle School,TRUE,FALSE,26-Mar-08,Single Session,AM,1,FALSE,75,75,Pocatello,Oboler Library,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1742,Pocatello,26-Mar-08,,,,Pocatello,Other,K-12,Snake River Middle School,TRUE,FALSE,26-Mar-08,Single Session,PM,1,FALSE,75,75,Pocatello,Oboler Library,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1743,Pocatello,26-Mar-08,,,,Pocatello,Other,K-12,Snake River Middle School,TRUE,FALSE,26-Mar-08,Single Session,PM,1,FALSE,75,75,Pocatello,Oboler Library,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1760,Pocatello,26-Mar-08,,,,Pocatello,Snake River Middle School,K-12,Tour of ISU Library,TRUE,FALSE,26-Mar-08,Single Session,PM,4,FALSE,100,100,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1764,Pocatello,26-Mar-08,,,,Pocatello,Snake River Middle School,K-12,Tour of the library,TRUE,FALSE,26-Mar-08,Single Session,PM,4,FALSE,100,100,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1779,,26-Mar-08,,,,,,K-12,Snake River Middle School,FALSE,FALSE,26-Mar-08,Single Session,,4,FALSE,0,0,,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1711,Pocatello,20-Mar-08,,,,Pocatello,English and Philosophy,Upper Division,ENGL 491,FALSE,FALSE,20-Mar-08,Single Session,AM,1,FALSE,7,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1737,Pocatello,19-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,19-Mar-08,Second Session,PM,1,FALSE,0,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1739,Pocatello,19-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,19-Mar-08,Second Session,PM,1,FALSE,0,4,Pocatello,LIBR B32,TRUE,Malad,1,Montpelier,1,,0,,0,,0,,0,,0,,0,,0,,0
86,Pocatello,18-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,18-Mar-08,Second Session,AM,1.25,FALSE,0,5,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
108,Pocatello,18-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,18-Mar-08,Second Session,AM,1.25,FALSE,0,5,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1736,Pocatello,17-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,17-Mar-08,First Session,PM,1,FALSE,18,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1738,Pocatello,17-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,17-Mar-08,First Session,PM,1,FALSE,4,4,Pocatello,LIBR B32,TRUE,Malad,1,Montpelier,1,,0,,0,,0,,0,,0,,0,,0,,0
1771,Idaho Falls,17-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,17-Mar-08,Second Session,AM,1.5,FALSE,0,16,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,16,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
83,Pocatello,13-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,13-Mar-08,First Session,AM,1.25,FALSE,6,6,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
209,Pocatello,13-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,13-Mar-08,First Session,AM,1.25,FALSE,6,6,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1683,Pocatello,13-Mar-08,,,,Pocatello,Rural Health Studies,Other,Introduction to Social Software,FALSE,FALSE,13-Mar-08,Single Session,PM,1,FALSE,21,21,Pocatello,Gravely Hall 204,TRUE,Boise,8,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1773,Idaho Falls,13-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,13-Mar-08,Second Session,AM,1.5,FALSE,0,20,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,20,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1774,Idaho Falls,13-Mar-08,,,,Idaho Falls,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,13-Mar-08,Single Session,PM,1,FALSE,20,20,Idaho Falls,CHE 310,TRUE,Boise,0,Idaho Falls,20,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1709,Pocatello,12-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,12-Mar-08,Single Session,AM,1,FALSE,11,11,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1710,Pocatello,12-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,12-Mar-08,Single Session,AM,1,FALSE,6,6,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1770,Idaho Falls,12-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,12-Mar-08,First Session,AM,1.5,FALSE,16,16,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,16,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1732,Pocatello,11-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,11-Mar-08,Second Session,PM,1.5,FALSE,0,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1769,Idaho Falls,11-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,11-Mar-08,Single Session,AM,1.5,FALSE,18,18,Idaho Falls,ULC,TRUE,Boise,0,Idaho Falls,18,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1772,Idaho Falls,11-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,11-Mar-08,First Session,AM,1.5,FALSE,20,20,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,20,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1682,Pocatello,10-Mar-08,,,,Pocatello,College of Technology,Lower Division,MSTH 160,FALSE,FALSE,10-Mar-08,Single Session,PM,3,FALSE,14,14,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
1707,Pocatello,10-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,10-Mar-08,Second Session,PM,1,FALSE,0,11,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1708,Pocatello,10-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,10-Mar-08,Second Session,PM,1,FALSE,0,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1734,Pocatello,10-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,TRUE,10-Mar-08,Second Session,AM,1,FALSE,14,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1735,Pocatello,10-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,10-Mar-08,Single Session,AM,1.5,FALSE,13,13,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1767,Idaho Falls,10-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,10-Mar-08,Single Session,AM,1.5,FALSE,19,19,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,19,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1768,Idaho Falls,10-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,10-Mar-08,Single Session,AM,1.5,FALSE,19,19,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,19,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1674,Pocatello,07-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,07-Mar-08,Second Session,AM,1,FALSE,16,32,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1704,Pocatello,07-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,07-Mar-08,First Session,PM,1,FALSE,10,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1705,Pocatello,07-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,07-Mar-08,First Session,PM,1,FALSE,7,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1733,Pocatello,07-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,TRUE,07-Mar-08,First Session,AM,1,FALSE,0,12,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1676,Pocatello,06-Mar-08,,,,Pocatello,Mass Communications,Upper Division,MC 367,FALSE,FALSE,06-Mar-08,Single Session,AM,1.5,FALSE,4,4,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1703,Pocatello,06-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,06-Mar-08,Second Session,AM,1,FALSE,0,6,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1731,Pocatello,06-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,06-Mar-08,First Session,PM,1.5,FALSE,3,3,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1675,Pocatello,05-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,05-Mar-08,First Session,AM,1,FALSE,16,16,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1680,Pocatello,05-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,05-Mar-08,Single Session,AM,1,FALSE,8,8,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1681,Pocatello,05-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,05-Mar-08,Single Session,AM,1,FALSE,15,15,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1702,Pocatello,05-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,05-Mar-08,Second Session,AM,1,FALSE,0,13,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1730,Pocatello,05-Mar-08,,,,Pocatello,Other,Other,Genealogy on the Web,FALSE,FALSE,05-Mar-08,Single Session,PM,2,FALSE,16,16,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1677,Pocatello,04-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,04-Mar-08,First Session,AM,1,FALSE,9,9,Pocatello,LIBR 266,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1727,Pocatello,04-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,04-Mar-08,Single Session,AM,1.5,FALSE,9,9,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1728,Pocatello,04-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,04-Mar-08,Single Session,AM,1.5,FALSE,14,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1729,Pocatello,04-Mar-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,04-Mar-08,Single Session,PM,1.5,FALSE,21,21,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1766,Idaho Falls,04-Mar-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,04-Mar-08,Single Session,PM,1.5,FALSE,15,15,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,15,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1672,Pocatello,03-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,03-Mar-08,Single Session,AM,1,FALSE,8,8,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1673,Pocatello,03-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,03-Mar-08,Single Session,AM,1,FALSE,14,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1678,Pocatello,03-Mar-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,03-Mar-08,First Session,AM,1,FALSE,11,11,Pocatello,LIBR 266,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1726,Pocatello,29-Feb-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,TRUE,29-Feb-08,Second Session,AM,1,FALSE,0,13,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1671,Idaho Falls,28-Feb-08,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,28-Feb-08,Single Session,PM,1.5,FALSE,22,22,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,22,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1725,Pocatello,27-Feb-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,TRUE,27-Feb-08,First Session,AM,1,FALSE,20,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
247,Pocatello,26-Feb-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,26-Feb-08,Single Session,PM,1.25,FALSE,18,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1662,Pocatello,26-Feb-08,,,,Pocatello,Continuing Ed,Graduate,EDUC 601,FALSE,FALSE,26-Feb-08,Single Session,PM,2.5,FALSE,10,10,Pocatello,EDUC 358,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1670,Pocatello,26-Feb-08,,,,Pocatello,College of Education,Graduate,EDUC 601,FALSE,FALSE,26-Feb-08,Single Session,PM,2.5,FALSE,14,14,Pocatello,EDUC 358,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1659,Pocatello,25-Feb-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,25-Feb-08,Single Session,AM,1.5,FALSE,17,17,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1661,Pocatello,25-Feb-08,,,,Pocatello,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,25-Feb-08,Single Session,PM,1.5,FALSE,27,27,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1660,Pocatello,22-Feb-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,22-Feb-08,Second Session,PM,0.5,FALSE,9,9,Pocatello,RFC 380,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1763,Pocatello,22-Feb-08,,,,Pocatello,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,22-Feb-08,Single Session,AM,1.5,FALSE,5,5,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1654,Pocatello,21-Feb-08,,,,Pocatello,Marketing,Upper Division,MKTG 325,FALSE,FALSE,21-Feb-08,Single Session,AM,1.25,FALSE,19,19,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1655,Pocatello,21-Feb-08,,,,Pocatello,Marketing,Upper Division,MKTG 325,FALSE,FALSE,21-Feb-08,Single Session,AM,1.25,FALSE,13,13,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1658,Pocatello,21-Feb-08,,,,Pocatello,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,21-Feb-08,Single Session,PM,1.5,FALSE,11,11,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1656,Pocatello,20-Feb-08,,,,Pocatello,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,20-Feb-08,Single Session,PM,1.5,FALSE,5,5,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
2704,Pocatello,20-Feb-08,,,,Pocatello,College of Education,Lower Division,EDUC 250,FALSE,FALSE,20-Feb-08,,PM,1,FALSE,12,12,Pocatello,LIBR 266,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
70,Pocatello,19-Feb-08,,,,Pocatello,Biological Sciences,Upper Division,BIOL 207,FALSE,FALSE,19-Feb-08,Single Session,PM,1,FALSE,11,11,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
194,Pocatello,19-Feb-08,,,,Pocatello,Biological Sciences,Upper Division,BIOL207,FALSE,FALSE,19-Feb-08,Single Session,PM,1,FALSE,18,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
246,Pocatello,19-Feb-08,,,,Pocatello,Center for Learning & Teaching (ACAD),Upper Division,BIOL207,FALSE,FALSE,19-Feb-08,Single Session,AM,1,FALSE,16,16,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1653,Pocatello,19-Feb-08,,,,Pocatello,Biological Sciences,Graduate,BIOL 526L,FALSE,FALSE,19-Feb-08,Single Session,PM,1,FALSE,10,10,Pocatello,GALE 205,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1657,Pocatello,19-Feb-08,,,,Pocatello,Political Sciences,Upper Division,POLS 419/519,FALSE,FALSE,19-Feb-08,Single Session,PM,1,FALSE,9,9,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1669,Idaho Falls,19-Feb-08,,,,Idaho Falls,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,19-Feb-08,Single Session,AM,1.5,FALSE,3,3,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,3,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1701,Pocatello,19-Feb-08,,,,Pocatello,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,19-Feb-08,Single Session,PM,1.5,FALSE,3,3,Pocatello,212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1679,Pocatello,15-Feb-08,,,,Pocatello,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,15-Feb-08,Single Session,PM,2,FALSE,6,6,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1724,Pocatello,15-Feb-08,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,15-Feb-08,Second Session,AM,1,FALSE,0,11,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
245,Pocatello,14-Feb-08,,,,Pocatello,Biological Sciences,Upper Division,BIOS 307,FALSE,FALSE,14-Feb-08,Single Session,AM,3,FALSE,21,21,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1652,Pocatello,14-Feb-08,,,,Pocatello,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,14-Feb-08,Single Session,PM,1.5,FALSE,8,8,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1665,Idaho Falls,14-Feb-08,,,,Idaho Falls,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,14-Feb-08,Second Session,PM,1,FALSE,0,20,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,20,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1667,Idaho Falls,14-Feb-08,,,,Idaho Falls,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,14-Feb-08,Single Session,AM,1.5,FALSE,15,15,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,15,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1668,Idaho Falls,14-Feb-08,,,,Idaho Falls,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,14-Feb-08,Single Session,PM,1.5,FALSE,17,17,Idaho Falls,IF--CHE 202,TRUE,Boise,0,Idaho Falls,17,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
1643,Pocatello,13-Feb-08,,,,Pocatello,Political Sciences,Upper Division,POLSC 457,FALSE,FALSE,13-Feb-08,Second Session,PM,1.5,FALSE,0,23,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
