Date,Open,High,Low,Close,Adj Close,Volume
2015-04-20,19.900000,20.600000,19.900000,20.500000,20.500000,13100
2015-04-21,20.200001,21.100000,20.200001,20.600000,20.600000,34500
2015-04-22,20.700001,21.299999,20.500000,20.799999,20.799999,14200
2015-04-23,21.299999,22.900000,21.000000,22.200001,22.200001,41600
2015-04-24,22.100000,23.000000,22.000000,22.299999,22.299999,20700
2015-04-27,22.100000,22.299999,20.900000,21.200001,21.200001,17900
2015-04-28,21.000000,21.600000,20.299999,21.400000,21.400000,20500
2015-04-29,21.400000,22.400000,20.900000,22.000000,22.000000,24900
2015-04-30,22.000000,22.299999,21.400000,22.000000,22.000000,19200
2015-05-01,22.100000,22.100000,21.200001,21.799999,21.799999,8700
2015-05-04,21.600000,21.900000,21.400000,21.700001,21.700001,7900
2015-05-05,21.299999,21.500000,21.000000,21.100000,21.100000,5300
2015-05-06,21.000000,21.700001,21.000000,21.400000,21.400000,7600
2015-05-07,20.799999,21.299999,20.500000,21.100000,21.100000,10400
2015-05-08,21.200001,22.000000,20.799999,21.700001,21.700001,27200
2015-05-11,20.900000,21.400000,20.299999,21.100000,21.100000,14000
2015-05-12,20.700001,21.299999,20.500000,21.200001,21.200001,12300
2015-05-13,21.200001,21.299999,20.400000,21.200001,21.200001,14700
2015-05-14,21.100000,21.200001,20.400000,21.000000,21.000000,17100
2015-05-15,21.200001,21.600000,21.000000,21.299999,21.299999,12700
2015-05-18,21.299999,22.000000,21.299999,22.000000,22.000000,9500
2015-05-19,21.900000,23.000000,21.500000,22.400000,22.400000,73000
2015-05-20,22.500000,23.500000,22.299999,22.400000,22.400000,171000
2015-05-21,22.400000,23.100000,21.100000,22.200001,22.200001,147800
2015-05-22,22.500000,22.500000,21.400000,21.799999,21.799999,56000
2015-05-26,21.299999,21.600000,21.100000,21.600000,21.600000,16500
2015-05-27,21.400000,21.600000,19.799999,20.600000,20.600000,300900
2015-05-28,20.500000,21.400000,20.200001,20.400000,20.400000,102900
2015-05-29,20.299999,21.100000,18.600000,19.400000,19.400000,192000
2015-06-01,19.700001,20.600000,19.400000,20.200001,20.200001,65300
2015-06-02,19.799999,20.600000,19.400000,20.500000,20.500000,45200
2015-06-03,20.200001,21.799999,20.200001,21.299999,21.299999,54400
2015-06-04,21.000000,22.000000,21.000000,21.700001,21.700001,29000
2015-06-05,21.000000,22.000000,21.000000,21.600000,21.600000,27300
2015-06-08,21.600000,22.000000,21.299999,22.000000,22.000000,21800
2015-06-09,21.799999,21.799999,21.100000,21.200001,21.200001,6900
2015-06-10,21.299999,21.600000,20.799999,21.200001,21.200001,5000
2015-06-11,21.299999,21.500000,20.799999,21.000000,21.000000,8900
2015-06-12,21.000000,21.100000,20.200001,20.500000,20.500000,5200
2015-06-15,20.000000,20.200001,19.600000,19.799999,19.799999,18000
2015-06-16,19.900000,20.100000,19.600000,19.700001,19.700001,11300
2015-06-17,19.500000,20.100000,19.500000,19.900000,19.900000,4600
2015-06-18,19.500000,20.500000,19.500000,20.500000,20.500000,8500
2015-06-19,20.500000,21.600000,20.100000,21.400000,21.400000,31900
2015-06-22,21.100000,21.299999,20.200001,20.500000,20.500000,12100
2015-06-23,20.700001,21.000000,20.299999,20.600000,20.600000,8200
2015-06-24,20.400000,20.600000,19.799999,20.200001,20.200001,6800
2015-06-25,20.200001,20.400000,19.900000,20.299999,20.299999,4900
2015-06-26,20.000000,20.299999,19.799999,19.799999,19.799999,4700
2015-06-29,19.500000,19.700001,18.799999,19.200001,19.200001,20400
2015-06-30,19.400000,19.500000,18.900000,19.500000,19.500000,4600
2015-07-01,19.299999,19.500000,18.799999,19.100000,19.100000,12900
2015-07-02,19.000000,19.600000,18.799999,19.600000,19.600000,6500
2015-07-06,19.299999,19.299999,18.100000,18.900000,18.900000,18300
2015-07-07,19.000000,19.000000,18.400000,18.500000,18.500000,15200
2015-07-08,18.200001,18.600000,17.900000,17.900000,17.900000,12600
2015-07-09,18.000000,18.600000,17.799999,17.900000,17.900000,11000
2015-07-10,17.900000,18.600000,17.900000,18.200001,18.200001,3700
2015-07-13,18.400000,18.600000,18.200001,18.600000,18.600000,8500
2015-07-14,18.600000,18.700001,18.400000,18.600000,18.600000,6100
2015-07-15,18.500000,19.700001,18.299999,19.200001,19.200001,46600
2015-07-16,19.000000,19.700001,19.000000,19.100000,19.100000,40300
2015-07-17,19.400000,19.400000,18.700001,18.900000,18.900000,3600
2015-07-20,18.900000,19.000000,18.299999,18.700001,18.700001,26800
2015-07-21,18.299999,18.500000,17.400000,17.700001,17.700001,44000
2015-07-22,17.700001,18.100000,17.500000,17.500000,17.500000,7500
2015-07-23,17.600000,18.100000,17.100000,17.100000,17.100000,10200
2015-07-24,17.100000,17.700001,17.100000,17.100000,17.100000,6900
2015-07-27,17.200001,17.799999,16.700001,17.100000,17.100000,11500
2015-07-28,16.900000,17.400000,16.500000,16.700001,16.700001,15800
2015-07-29,17.000000,17.200001,16.299999,16.500000,16.500000,13500
2015-07-30,16.799999,16.799999,15.700000,15.900000,15.900000,15200
2015-07-31,16.200001,16.799999,16.200001,16.400000,16.400000,4900
2015-08-03,17.100000,17.500000,17.000000,17.200001,17.200001,12300
2015-08-04,17.200001,17.400000,16.700001,16.700001,16.700001,7300
2015-08-05,16.799999,17.000000,16.500000,16.900000,16.900000,5500
2015-08-06,16.700001,17.000000,16.500000,16.500000,16.500000,7200
2015-08-07,16.500000,16.500000,15.500000,15.700000,15.700000,8300
2015-08-10,15.800000,16.600000,15.800000,16.299999,16.299999,4300
2015-08-11,16.700001,16.700001,15.500000,16.299999,16.299999,7200
2015-08-12,16.299999,16.299999,15.700000,16.299999,16.299999,2900
2015-08-13,16.200001,16.700001,15.900000,16.200001,16.200001,4700
2015-08-14,16.000000,16.600000,15.700000,16.299999,16.299999,4200
2015-08-17,16.700001,16.799999,16.299999,16.600000,16.600000,8900
2015-08-18,16.500000,16.700001,16.000000,16.299999,16.299999,2400
2015-08-19,16.500000,16.500000,15.700000,15.900000,15.900000,7000
2015-08-20,15.700000,15.800000,15.300000,15.500000,15.500000,14000
2015-08-21,15.300000,17.100000,15.000000,15.200000,15.200000,27100
2015-08-24,14.200000,14.700000,13.300000,13.300000,13.300000,21600
2015-08-25,14.500000,14.500000,13.300000,13.400000,13.400000,7600
2015-08-26,13.400000,15.600000,13.400000,13.900000,13.900000,34600
2015-08-27,14.000000,14.500000,13.900000,14.000000,14.000000,4400
2015-08-28,14.400000,14.800000,14.000000,14.600000,14.600000,2500
2015-08-31,14.600000,14.900000,14.100000,14.700000,14.700000,2600
2015-09-01,14.200000,14.900000,14.000000,14.600000,14.600000,2600
2015-09-02,14.600000,14.600000,14.300000,14.500000,14.500000,1900
2015-09-03,13.900000,14.700000,13.500000,14.300000,14.300000,50500
2015-09-04,14.400000,14.700000,14.400000,14.600000,14.600000,3200
2015-09-08,14.500000,14.700000,14.400000,14.700000,14.700000,2300
2015-09-09,15.600000,15.600000,14.200000,14.900000,14.900000,19800
2015-09-10,14.500000,14.800000,14.400000,14.500000,14.500000,2900
2015-09-11,14.100000,14.200000,14.000000,14.000000,14.000000,3600
2015-09-14,14.000000,16.100000,13.600000,13.900000,13.900000,8300
2015-09-15,14.000000,14.000000,13.600000,14.000000,14.000000,1500
2015-09-16,13.800000,14.400000,13.800000,13.900000,13.900000,21800
2015-09-17,13.700000,14.200000,13.400000,14.100000,14.100000,4100
2015-09-18,14.100000,14.500000,13.800000,14.000000,14.000000,3900
2015-09-21,13.600000,14.400000,13.600000,13.800000,13.800000,3400
2015-09-22,14.500000,14.500000,13.700000,14.300000,14.300000,17500
2015-09-23,14.400000,14.400000,14.100000,14.100000,14.100000,500
2015-09-24,13.800000,14.100000,13.500000,13.800000,13.800000,2300
2015-09-25,13.800000,14.300000,13.800000,14.100000,14.100000,1700
2015-09-28,14.000000,14.000000,13.000000,13.300000,13.300000,8000
2015-09-29,13.300000,13.300000,11.900000,13.000000,13.000000,27100
2015-09-30,13.100000,13.100000,11.300000,11.800000,11.800000,35700
2015-10-01,12.000000,12.000000,10.500000,11.200000,11.200000,16700
2015-10-02,11.000000,11.500000,10.100000,10.300000,10.300000,46100
2015-10-05,10.600000,11.200000,10.400000,10.700000,10.700000,48400
2015-10-06,11.000000,11.000000,10.400000,10.500000,10.500000,8100
2015-10-07,10.800000,11.600000,10.400000,11.300000,11.300000,7800
2015-10-08,10.800000,11.500000,10.800000,11.400000,11.400000,5300
2015-10-09,11.400000,11.500000,11.100000,11.300000,11.300000,3400
2015-10-12,10.900000,11.300000,10.800000,10.800000,10.800000,7000
2015-10-13,12.000000,12.000000,10.600000,11.000000,11.000000,114500
2015-10-14,10.700000,11.700000,10.600000,11.100000,11.100000,18500
2015-10-15,10.700000,11.100000,9.500000,10.000000,10.000000,456200
2015-10-16,10.300000,10.400000,10.000000,10.200000,10.200000,25000
