Date,Open,High,Low,Close,Adj Close,Volume
2015-04-30,102.150002,102.699997,99.800003,100.510002,87.232086,14009500
2015-05-01,103.199997,106.339996,102.500000,105.010002,91.137634,22306500
2015-05-04,105.650002,107.500000,105.220001,105.660004,91.701752,13215600
2015-05-05,105.300003,105.730003,102.730003,102.989998,89.384460,15046500
2015-05-06,103.449997,103.830002,101.519997,102.269997,88.759590,10065200
2015-05-07,102.169998,102.349998,99.660004,101.790001,88.342995,13878300
2015-05-08,103.000000,103.959999,102.879997,103.849998,90.130844,9651700
2015-05-11,104.190002,105.360001,104.000000,104.730003,90.894600,9956100
2015-05-12,104.209999,106.150002,103.449997,105.559998,91.614960,9552600
2015-05-13,105.970001,107.430000,105.949997,106.389999,92.335312,10814500
2015-05-14,107.269997,108.849998,106.660004,108.739998,94.374855,12761300
2015-05-15,109.050003,110.239998,108.290001,109.300003,94.860893,13419600
2015-05-18,109.589996,111.330002,109.360001,111.000000,96.336319,13716000
2015-05-19,111.120003,111.550003,110.050003,110.559998,95.954437,8676900
2015-05-20,110.089996,110.910004,108.150002,110.169998,95.615952,10335100
2015-05-21,109.900002,111.470001,109.809998,111.220001,96.527237,8374000
2015-05-22,110.699997,112.660004,110.699997,111.709999,96.952507,12079000
2015-05-26,111.489998,111.529999,109.540001,109.769997,95.268784,16006900
2015-05-27,110.339996,112.599998,109.980003,112.459999,97.603424,11722000
2015-05-28,112.010002,113.430000,111.820000,112.849998,97.941902,8252400
2015-05-29,113.150002,113.370003,111.849998,112.269997,97.438538,11343500
2015-06-01,113.169998,114.760002,112.650002,114.080002,99.009407,11417600
2015-06-02,113.849998,114.199997,113.139999,113.940002,98.887947,10189800
2015-06-03,114.269997,114.930000,113.870003,114.650002,99.504120,7413400
2015-06-04,113.900002,114.580002,113.260002,113.930000,98.879250,8637600
2015-06-05,113.820000,114.279999,112.519997,113.959999,98.905273,8435700
2015-06-08,113.959999,114.769997,113.529999,113.699997,98.679619,10742900
2015-06-09,113.220001,115.300003,113.150002,114.750000,99.590897,9566700
2015-06-10,115.019997,117.930000,114.809998,117.669998,102.125160,11986000
2015-06-11,118.080002,119.699997,117.900002,119.129997,103.392281,14474700
2015-06-12,118.589996,118.750000,116.760002,117.660004,102.486404,9266000
2015-06-15,116.720001,118.389999,116.400002,118.160004,102.921928,9605800
2015-06-16,118.269997,119.449997,117.419998,119.070000,103.714577,8447800
2015-06-17,119.089996,119.449997,117.860001,118.879997,103.549057,12078300
2015-06-18,119.180000,121.779999,119.019997,121.209999,105.578606,13653000
2015-06-19,120.470001,121.000000,119.550003,119.800003,104.350449,21020000
2015-06-22,120.769997,121.870003,120.559998,121.489998,105.822487,8040700
2015-06-23,121.820000,122.400002,121.099998,122.209999,106.449615,8429200
2015-06-24,121.889999,123.370003,121.650002,122.010002,106.275406,8354800
2015-06-25,122.480003,122.610001,119.809998,120.230003,104.724968,8575000
2015-06-26,120.300003,120.610001,118.889999,119.500000,104.089127,9730800
2015-06-29,117.879997,119.139999,115.300003,115.459999,100.570122,12491100
2015-06-30,117.290001,118.300003,116.779999,117.080002,101.981216,11345200
2015-07-01,118.110001,118.599998,115.400002,116.010002,101.049179,10248500
2015-07-02,116.330002,116.489998,114.910004,115.040001,100.204285,8832000
2015-07-06,114.459999,116.440002,114.120003,115.660004,100.744331,13543300
2015-07-07,115.949997,116.419998,113.129997,115.129997,100.282677,10183000
2015-07-08,114.250000,114.410004,112.410004,112.940002,98.375122,9238800
2015-07-09,114.400002,114.750000,113.330002,113.360001,98.740936,9007800
2015-07-10,114.879997,115.000000,113.199997,113.739998,99.071945,9703400
2015-07-13,115.000000,115.110001,114.309998,114.550003,99.777489,9632800
2015-07-14,115.220001,117.809998,114.870003,117.360001,102.225113,11295900
2015-07-15,119.059998,119.720001,117.209999,117.389999,102.251228,10479200
2015-07-16,118.330002,119.400002,118.059998,118.849998,103.522949,7514600
2015-07-17,118.750000,118.849998,117.220001,118.260002,103.009033,8170100
2015-07-20,118.800003,118.949997,117.839996,118.199997,102.956764,7218700
2015-07-21,118.209999,118.980003,116.919998,117.779999,102.590927,6489100
2015-07-22,116.820000,118.400002,116.559998,117.440002,102.294785,6977100
2015-07-23,117.860001,118.599998,117.419998,117.660004,102.486404,6110300
2015-07-24,116.139999,117.150002,112.660004,112.830002,98.279289,15067600
2015-07-27,112.629997,112.879997,108.000000,110.540001,96.284607,14883600
2015-07-28,112.519997,113.400002,110.739998,113.070000,98.488335,16439700
2015-07-29,118.379997,119.459999,115.110001,115.709999,100.787895,23144800
2015-07-30,116.110001,118.250000,114.750000,117.900002,102.695450,11977200
2015-07-31,118.970001,119.000000,117.120003,117.860001,102.660606,9217900
2015-08-03,118.500000,120.169998,118.180000,119.599998,104.176239,11660000
2015-08-04,119.599998,120.370003,118.559998,118.870003,103.540367,7876400
2015-08-05,119.699997,120.070000,118.379997,118.660004,103.357460,8071000
2015-08-06,119.449997,119.489998,114.809998,115.300003,100.430756,10755300
2015-08-07,115.279999,115.300003,113.129997,114.440002,99.681656,9670200
2015-08-10,115.730003,117.120003,115.510002,116.580002,101.545708,7776200
2015-08-11,115.120003,116.849998,114.680000,115.610001,100.700783,6567700
2015-08-12,114.849998,116.459999,113.550003,116.250000,101.258247,6999600
2015-08-13,116.250000,116.709999,115.180000,115.199997,100.343658,6337400
2015-08-14,114.660004,115.870003,114.550003,115.599998,100.692055,5533400
2015-08-17,115.080002,116.889999,115.010002,116.419998,101.406319,7126700
2015-08-18,116.529999,117.699997,115.989998,117.059998,101.963791,5934000
2015-08-19,116.650002,117.199997,115.400002,116.209999,101.223396,7504800
2015-08-20,114.860001,116.089996,112.349998,112.389999,97.896042,9200200
2015-08-21,110.540001,111.220001,105.330002,105.330002,91.746498,22739400
2015-08-24,97.309998,101.000000,86.000000,100.660004,87.678764,25731800
2015-08-25,105.430000,107.900002,102.559998,102.559998,89.333710,18482500
2015-08-26,105.919998,107.099998,102.459999,106.959999,93.166298,15627600
2015-08-27,108.430000,109.599998,105.669998,107.989998,94.063438,14610300
2015-08-28,106.959999,108.790001,106.779999,107.779999,93.880531,10755900
2015-08-31,107.419998,108.330002,104.629997,105.070000,91.520035,11736900
2015-09-01,102.220001,104.639999,101.000000,101.489998,88.401703,13548000
2015-09-02,103.440002,104.300003,101.019997,104.269997,90.823212,11509300
2015-09-03,104.919998,105.000000,101.690002,101.910004,88.767548,9928100
2015-09-04,101.029999,103.239998,100.550003,102.059998,88.898201,10336500
2015-09-08,103.839996,104.949997,102.910004,104.900002,91.371941,9992600
2015-09-09,106.199997,106.449997,103.540001,103.820000,90.431236,7896500
2015-09-10,104.000000,108.500000,103.870003,107.250000,93.418892,10368500
2015-09-11,106.860001,109.690002,106.250000,109.629997,95.491966,9387600
2015-09-14,109.470001,109.629997,108.400002,109.349998,95.623131,7505800
2015-09-15,109.459999,111.809998,108.849998,111.050003,97.109726,7944100
2015-09-16,110.720001,111.750000,109.480003,111.029999,97.092247,8116000
2015-09-17,110.879997,113.309998,109.750000,111.610001,97.599434,9858400
2015-09-18,109.620003,110.870003,108.209999,108.440002,94.827377,13156900
2015-09-21,109.120003,109.370003,104.589996,105.739998,92.466316,15141600
2015-09-22,103.989998,107.040001,102.860001,106.510002,93.139656,14843500
2015-09-23,106.470001,106.849998,104.699997,105.489998,92.247673,7973100
2015-09-24,104.389999,105.150002,101.510002,102.510002,89.641754,13464100
2015-09-25,104.029999,104.190002,99.190002,100.139999,87.569283,15998900
2015-09-28,99.059998,99.260002,94.570000,94.800003,82.899628,23907400
2015-09-29,95.080002,97.739998,93.190002,96.000000,83.948990,18416500
2015-09-30,98.440002,99.720001,96.919998,98.190002,85.864052,15811800
2015-10-01,98.540001,98.790001,96.349998,98.269997,85.934006,13403600
2015-10-02,95.540001,98.309998,94.370003,98.279999,85.942772,19143500
2015-10-05,99.989998,101.300003,97.660004,99.260002,86.799751,14536000
2015-10-06,98.820000,98.900002,95.050003,97.540001,85.295670,14842700
2015-10-07,97.989998,100.790001,97.500000,100.269997,87.682953,12457700
2015-10-08,100.029999,101.160004,98.070000,100.809998,88.155167,11833100
2015-10-09,101.269997,101.800003,99.449997,100.650002,88.015266,8622200
2015-10-12,101.080002,101.220001,99.379997,99.510002,87.018372,8863800
2015-10-13,98.910004,99.820000,98.000000,98.190002,85.864052,9411200
2015-10-14,98.370003,99.940002,98.110001,98.389999,86.038971,9575800
2015-10-15,98.089996,101.690002,97.599998,101.639999,88.880989,9462400
2015-10-16,101.949997,103.370003,101.510002,102.830002,89.921616,9975800
2015-10-19,102.639999,103.839996,101.839996,103.610001,90.603691,7636900
2015-10-20,103.430000,103.949997,101.129997,101.660004,88.898468,10164800
2015-10-21,102.790001,102.919998,99.370003,101.730003,88.959702,9837500
2015-10-22,102.000000,109.419998,100.400002,107.599998,94.092812,24746600
2015-10-23,108.459999,109.650002,105.500000,107.989998,94.433846,15001300
2015-10-26,108.650002,110.360001,107.440002,108.629997,94.993523,10906500
2015-10-27,109.389999,111.110001,108.690002,110.959999,97.031029,15787000
2015-10-28,109.000000,109.209999,105.940002,108.129997,94.556297,17795600
2015-10-29,108.180000,110.769997,107.690002,109.209999,95.500702,10783300
2015-10-30,109.519997,109.860001,108.080002,108.129997,94.556297,8545000
2015-11-02,108.760002,109.949997,108.320000,109.599998,95.841743,8362000
2015-11-03,109.400002,109.540001,108.320000,109.099998,95.404518,7458600
2015-11-04,109.599998,109.730003,107.300003,108.980003,95.299583,8081800
